부재ID,도면부재명,유형,구역,층,치수(mm),스팬/높이(mm),면적(m²),체적(m³)
"('EC1', 194040.79850222683, 2388684.441040865)-B1F-PKG-0001","('EC1', 194040.79850222683, 2388684.441040865)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC1', 202240.8048998746, 2388684.441040786)-B1F-PKG-0001","('EC1', 202240.8048998746, 2388684.441040786)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC1', 203922.03104565572, 2396787.9687206037)-B1F-PKG-0001","('EC1', 203922.03104565572, 2396787.9687206037)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC1', 189240.79850222403, 2396894.441040901)-B1F-PKG-0001","('EC1', 189240.79850222403, 2396894.441040901)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC2', 151240.79850223009, 2350834.441040862)-B1F-PKG-0001","('EC2', 151240.79850223009, 2350834.441040862)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC2', 151240.79850222822, 2387694.4377589663)-B1F-PKG-0001","('EC2', 151240.79850222822, 2387694.4377589663)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC2A', 151240.79850221798, 2329994.441040855)-B1F-PKG-0001","('EC2A', 151240.79850221798, 2329994.441040855)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC2', 168140.80489973165, 2300514.436117657)-B1F-PKG-0001","('EC2', 168140.80489973165, 2300514.436117657)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 168175.5972587642, 2317714.436117257)-B1F-PKG-0001","('PC2(T)', 168175.5972587642, 2317714.436117257)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 168175.5972587684, 2326314.436117257)-B1F-PKG-0001","('PC2(T)', 168175.5972587684, 2326314.436117257)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 196581.2356272958, 2346844.441041325)-B1F-PKG-0001","('PC2', 196581.2356272958, 2346844.441041325)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 188381.23562729533, 2346844.441041302)-B1F-PKG-0001","('PC2', 188381.23562729533, 2346844.441041302)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 196581.23562730232, 2355044.441041321)-B1F-PKG-0001","('PC2', 196581.23562730232, 2355044.441041321)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 188381.2356273014, 2355044.441041298)-B1F-PKG-0001","('PC2', 188381.2356273014, 2355044.441041298)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 202081.23562723992, 2355044.441041065)-B1F-PKG-0001","('PC2', 202081.23562723992, 2355044.441041065)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 196581.23562733352, 2363244.441041557)-B1F-PKG-0001","('PC2', 196581.23562733352, 2363244.441041557)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 188381.23562733305, 2363244.4410415348)-B1F-PKG-0001","('PC2', 188381.23562733305, 2363244.4410415348)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 167381.23562713328, 2371444.441040897)-B1F-PKG-0001","('PC2', 167381.23562713328, 2371444.441040897)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2', 167581.2356271901, 2374984.441040906)-B1F-PKG-0001","('PC2', 167581.2356271901, 2374984.441040906)",기둥,PKG,B1F,800x400,4250,,1.36
"('C1', 172840.7985022231, 2396894.441040927)-B1F-PKG-0001","('C1', 172840.7985022231, 2396894.441040927)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 207831.2420245665, 2305473.7676743483)-B1F-PKG-0001","('PC2(S)', 207831.2420245665, 2305473.7676743483)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 199531.2420245593, 2305473.7676743967)-B1F-PKG-0001","('PC2(T)', 199531.2420245593, 2305473.7676743967)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 193381.24202487874, 2305473.767674369)-B1F-PKG-0001","('PC2(T)', 193381.24202487874, 2305473.767674369)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 187781.2420246394, 2305473.767674377)-B1F-PKG-0001","('PC2(T)', 187781.2420246394, 2305473.767674377)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 182285.1143072478, 2305473.767674385)-B1F-PKG-0001","('PC2(T)', 182285.1143072478, 2305473.767674385)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 174085.1143072478, 2305473.7676743967)-B1F-PKG-0001","('PC2(T)', 174085.1143072478, 2305473.7676743967)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 168381.24202471087, 2305473.7676744023)-B1F-PKG-0001","('PC2(S)', 168381.24202471087, 2305473.7676744023)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 207831.2420245665, 2313514.436117645)-B1F-PKG-0001","('PC2(S)', 207831.2420245665, 2313514.436117645)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 199531.24202455906, 2313514.436117693)-B1F-PKG-0001","('PC2(S)', 199531.24202455906, 2313514.436117693)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 192977.3697422631, 2313514.436117665)-B1F-PKG-0001","('PC2(S)', 192977.3697422631, 2313514.436117665)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 187377.3697420233, 2313514.436117674)-B1F-PKG-0001","('PC2(S)', 187377.3697420233, 2313514.436117674)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 182281.24202463916, 2313514.4361176817)-B1F-PKG-0001","('PC2(S)', 182281.24202463916, 2313514.4361176817)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 174081.24202463916, 2313514.436117693)-B1F-PKG-0001","('PC2(S)', 174081.24202463916, 2313514.436117693)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 168381.24202471087, 2313514.436117698)-B1F-PKG-0001","('PC2(S)', 168381.24202471087, 2313514.436117698)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 174081.24202469783, 2316112.621371252)-B1F-PKG-0001","('PC2(S)', 174081.24202469783, 2316112.621371252)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 159681.23562714458, 2312994.441041289)-B1F-PKG-0001","('PC2(S)', 159681.23562714458, 2312994.441041289)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 159475.5908612319, 2321694.441040439)-B1F-PKG-0001","('PC2(T)', 159475.5908612319, 2321694.441040439)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 159681.23562716972, 2330094.441041276)-B1F-PKG-0001","('PC2(S)', 159681.23562716972, 2330094.441041276)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 168381.24202471087, 2330464.436118136)-B1F-PKG-0001","('PC2(S)', 168381.24202471087, 2330464.436118136)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC1', 173840.80489964737, 2330366.6372313583)-B1F-PKG-0001","('EC1', 173840.80489964737, 2330366.6372313583)",기둥,PKG,B1F,400x800,4250,,1.36
"('EC1', 173840.8048996455, 2326216.637231829)-B1F-PKG-0001","('EC1', 173840.8048996455, 2326216.637231829)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 180181.23562725587, 2338644.441041077)-B1F-PKG-0001","('PC2(S)', 180181.23562725587, 2338644.441041077)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 188381.23562733317, 2338644.441041302)-B1F-PKG-0001","('PC2(S)', 188381.23562733317, 2338644.441041302)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 196581.2356273341, 2338644.441041325)-B1F-PKG-0001","('PC2(S)', 196581.2356273341, 2338644.441041325)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 202081.2356273341, 2338644.441041069)-B1F-PKG-0001","('PC2(S)', 202081.2356273341, 2338644.441041069)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 180181.23562725727, 2346844.441041077)-B1F-PKG-0001","('PC2(S)', 180181.23562725727, 2346844.441041077)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 202081.2356273341, 2346844.441041069)-B1F-PKG-0001","('PC2(S)', 202081.2356273341, 2346844.441041069)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 210181.235627254, 2346844.441041104)-B1F-PKG-0001","('PC2(S)', 210181.235627254, 2346844.441041104)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(S)', 210181.235627254, 2355044.4410411)-B1F-PKG-0001","('PC2(S)', 210181.235627254, 2355044.4410411)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(S)', 180181.23562726378, 2355044.441041073)-B1F-PKG-0001","('PC2(S)', 180181.23562726378, 2355044.441041073)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 180183.94710798585, 2363244.4410408502)-B1F-PKG-0001","('PC2(T)', 180183.94710798585, 2363244.4410408502)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 202081.2356273341, 2363244.441041302)-B1F-PKG-0001","('PC2(S)', 202081.2356273341, 2363244.441041302)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 210181.235627254, 2363244.4410413373)-B1F-PKG-0001","('PC2(S)', 210181.235627254, 2363244.4410413373)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 180181.23562726332, 2371444.441041085)-B1F-PKG-0001","('PC2(S)', 180181.23562726332, 2371444.441041085)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 201600.25736636994, 2371444.441041077)-B1F-PKG-0001","('PC2(S)', 201600.25736636994, 2371444.441041077)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 196581.2356273341, 2371444.4410413327)-B1F-PKG-0001","('PC2(S)', 196581.2356273341, 2371444.4410413327)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 188381.23562733317, 2371444.4410413103)-B1F-PKG-0001","('PC2(S)', 188381.23562733317, 2371444.4410413103)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(T)', 171775.17502101115, 2363244.4410408577)-B1F-PKG-0001","('PC2(T)', 171775.17502101115, 2363244.4410408577)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 167102.96884707338, 2363244.441040874)-B1F-PKG-0001","('PC2(T)', 167102.96884707338, 2363244.441040874)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 159402.96884707152, 2363244.4410408763)-B1F-PKG-0001","('PC2(T)', 159402.96884707152, 2363244.4410408763)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(S)', 171775.17502101138, 2371444.441040881)-B1F-PKG-0001","('PC2(S)', 171775.17502101138, 2371444.441040881)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 171775.17502101138, 2374984.4410408903)-B1F-PKG-0001","('PC2(S)', 171775.17502101138, 2374984.4410408903)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 159204.12964887056, 2371444.4410408987)-B1F-PKG-0001","('PC2(T)', 159204.12964887056, 2371444.4410408987)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 159404.12964892737, 2374984.441040908)-B1F-PKG-0001","('PC2(T)', 159404.12964892737, 2374984.441040908)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 167375.175020986, 2383384.4410409033)-B1F-PKG-0001","('PC2(T)', 167375.175020986, 2383384.4410409033)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(S)', 171775.17502101138, 2383384.441040887)-B1F-PKG-0001","('PC2(S)', 171775.17502101138, 2383384.441040887)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 159675.17502108985, 2383384.441040905)-B1F-PKG-0001","('PC2(T)', 159675.17502108985, 2383384.441040905)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 167375.18141856766, 2388782.239927187)-B1F-PKG-0001","('PC2(T)', 167375.18141856766, 2388782.239927187)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 159671.30913604377, 2388782.239927189)-B1F-PKG-0001","('PC2(S)', 159671.30913604377, 2388782.239927189)",기둥,PKG,B1F,800x400,4250,,1.36
"('PC2(T)', 167375.1750209129, 2396984.441040937)-B1F-PKG-0001","('PC2(T)', 167375.1750209129, 2396984.441040937)",기둥,PKG,B1F,400x800,4250,,1.36
"('PC2(S)', 159671.302738389, 2396984.441040938)-B1F-PKG-0001","('PC2(S)', 159671.302738389, 2396984.441040938)",기둥,PKG,B1F,800x400,4250,,1.36
"('EC1', 182040.80489967065, 2330366.6372313583)-B1F-PKG-0002","('EC1', 182040.80489967065, 2330366.6372313583)",기둥,PKG,B1F,600x1500,4250,,3.825
"('PC2(S)', 187377.3697420233, 2313514.436117674)-B1F-PKG-0002","('PC2(S)', 187377.3697420233, 2313514.436117674)",기둥,PKG,B1F,600x1200,4250,,3.06
C-B1F-PKG-0006,C,기둥,PKG,B1F,600x2650,4250,,6.7575
C-B1F-PKG-0007,C,기둥,PKG,B1F,600x1300,4250,,3.315
C-B1F-PKG-0008,C,기둥,PKG,B1F,800x1500,4250,,5.1
C-B1F-PKG-0009,C,기둥,PKG,B1F,700x1500,4250,,4.4625
C-B1F-PKG-0010,C,기둥,PKG,B1F,1472x1334,4250,,8.3536
"('EC1', 213890.80489963852, 2305314.43611771)-B1F-PKG-0002","('EC1', 213890.80489963852, 2305314.43611771)",기둥,PKG,B1F,1709x1519,4250,,11.0361
C-B1F-PKG-0011,C,기둥,PKG,B1F,600x1500,4250,,3.825
C-B1F-PKG-0012,C,기둥,PKG,B1F,600x2850,4250,,7.2675
C-B1F-PKG-0013,C,기둥,PKG,B1F,600x1200,4250,,3.06
C-B1F-PKG-0014,C,기둥,PKG,B1F,600x1600,4250,,4.08
C-B1F-PKG-0015,C,기둥,PKG,B1F,600x1800,4250,,4.59
C-B1F-PKG-0016,C,기둥,PKG,B1F,1472x1334,4250,,8.3536
C-B1F-PKG-0017,C,기둥,PKG,B1F,2006x1782,4250,,15.2079
C-B1F-PKG-0018,C,기둥,PKG,B1F,1425x1169,4250,,7.0876
C-B1F-PKG-0019,C,기둥,PKG,B1F,600x1200,4250,,3.06
"('EC1', 188140.80489996867, 2330366.637231357)-B1F-PKG-0002","('EC1', 188140.80489996867, 2330366.637231357)",기둥,PKG,B1F,600x1500,4250,,3.825
C-B1F-PKG-0020,C,기둥,PKG,B1F,600x1500,4250,,3.825
C-B1F-PKG-0021,C,기둥,PKG,B1F,600x1200,4250,,3.06
C-B1F-PKG-0022,C,기둥,PKG,B1F,1339x1119,4250,,6.3724
C-B1F-PKG-0023,C,기둥,PKG,B1F,600x1000,4250,,2.55
C-B1F-PKG-0024,C,기둥,PKG,B1F,600x900,4250,,2.295
C-B1F-PKG-0025,C,기둥,PKG,B1F,600x900,4250,,2.295
C-B1F-PKG-0026,C,기둥,PKG,B1F,600x1200,4250,,3.06
C-B1F-PKG-0027,C,기둥,PKG,B1F,600x1800,4250,,4.59
C-B1F-PKG-0028,C,기둥,PKG,B1F,600x2200,4250,,5.61
C-B1F-PKG-0029,C,기둥,PKG,B1F,1500x1000,4250,,6.375
C-B1F-PKG-0030,C,기둥,PKG,B1F,1500x1000,4250,,6.375
C-B1F-PKG-0031,C,기둥,PKG,B1F,600x1400,4250,,3.57
C-B1F-PKG-0032,C,기둥,PKG,B1F,1500x1000,4250,,6.375
C-B1F-PKG-0033,C,기둥,PKG,B1F,1500x1000,4250,,6.375
C-B1F-PKG-0034,C,기둥,PKG,B1F,1100x900,4250,,4.2075
C-B1F-PKG-0035,C,기둥,PKG,B1F,1300x1300,4250,,7.1825
C-B1F-PKG-0036,C,기둥,PKG,B1F,1300x1300,4250,,7.1825
C-B1F-PKG-0037,C,기둥,PKG,B1F,600x1800,4250,,4.59
"('EC2', 159940.80489975028, 2305314.436117707)-B1F-PKG-0001","('EC2', 159940.80489975028, 2305314.436117707)",기둥,PKG,B1F,400x800,4250,,1.36
C-B1F-PKG-0038,C,기둥,PKG,B1F,1017x948,4250,,4.0981
SL-B1F-PKG-0001,SL,슬라브,PKG,B1F,,,71.11,10.6658
SL-B1F-PKG-0002,SL,슬라브,PKG,B1F,,,68.07,10.2104
SL-B1F-PKG-0003,SL,슬라브,PKG,B1F,,,26.63,3.9946
SL-B1F-PKG-0004,SL,슬라브,PKG,B1F,,,70.19,10.5289
SL-B1F-PKG-0005,SL,슬라브,PKG,B1F,,,37.96,5.6943
SL-B1F-PKG-0006,SL,슬라브,PKG,B1F,,,27.3,4.0953
SL-B1F-PKG-0007,SL,슬라브,PKG,B1F,,,20.07,3.0111
SL-B1F-PKG-0008,SL,슬라브,PKG,B1F,,,32.71,4.9068
SL-B1F-PKG-0009,SL,슬라브,PKG,B1F,,,13.93,2.0896
SL-B1F-PKG-0010,SL,슬라브,PKG,B1F,,,23.33,3.4995
SW-B2F-PKG-0001,SW,전단벽,PKG,B2F,,3300,,4.851
SW-B2F-PKG-0004,SW,전단벽,PKG,B2F,,3300,,4.554
SW-B2F-PKG-0009,SW,전단벽,PKG,B2F,,3300,,1.4108
SW-B2F-PKG-0011,SW,전단벽,PKG,B2F,,3300,,1.7325
SW-B2F-PKG-0012,SW,전단벽,PKG,B2F,,3300,,2.607
SW-B2F-PKG-0014,SW,전단벽,PKG,B2F,,3300,,4.0012
SW-B2F-PKG-0016,SW,전단벽,PKG,B2F,,3300,,1.518
SW-B2F-PKG-0018,SW,전단벽,PKG,B2F,,3300,,1.4149
SW-B2F-PKG-0020,SW,전단벽,PKG,B2F,,3300,,1.32
SW-B2F-PKG-0021,SW,전단벽,PKG,B2F,,3300,,2.046
SW-B2F-PKG-0022,SW,전단벽,PKG,B2F,,3300,,1.7325
SW-B2F-PKG-0024,SW,전단벽,PKG,B2F,,3300,,1.2705
SW-B2F-PKG-0025,SW,전단벽,PKG,B2F,,3300,,1.9173
SW-B2F-PKG-0027,SW,전단벽,PKG,B2F,,3300,,1.4702
SW-B2F-PKG-0028,SW,전단벽,PKG,B2F,,3300,,2.0625
SW-B2F-PKG-0029,SW,전단벽,PKG,B2F,,3300,,2.211
SW-B2F-PKG-0031,SW,전단벽,PKG,B2F,,3300,,1.584
SW-B2F-PKG-0040,SW,전단벽,PKG,B2F,,3300,,1.4107
SW-B2F-PKG-0044,SW,전단벽,PKG,B2F,,3300,,2.7967
SW-B2F-PKG-0045,SW,전단벽,PKG,B2F,,3300,,1.3241
SW-B2F-PKG-0046,SW,전단벽,PKG,B2F,,3300,,1.4685
SW-B2F-PKG-0047,SW,전단벽,PKG,B2F,,3300,,2.244
SW-B2F-PKG-0049,SW,전단벽,PKG,B2F,,3300,,6.4255
SW-B2F-PKG-0053,SW,전단벽,PKG,B2F,,3300,,2.046
SW-B2F-PKG-0054,SW,전단벽,PKG,B2F,,3300,,1.7325
SW-B2F-PKG-0057,SW,전단벽,PKG,B2F,,3300,,1.4149
SW-B2F-PKG-0059,SW,전단벽,PKG,B2F,,3300,,1.32
SW-B2F-PKG-0061,SW,전단벽,PKG,B2F,,3300,,4.9912
SW-B2F-PKG-0062,SW,전단벽,PKG,B2F,,3300,,1.4768
SW-B2F-PKG-0064,SW,전단벽,PKG,B2F,,3300,,1.7325
SW-B2F-PKG-0065,SW,전단벽,PKG,B2F,,3300,,2.607
SW-B2F-PKG-0066,SW,전단벽,PKG,B2F,,3300,,1.4108
SW-B2F-PKG-0067,SW,전단벽,PKG,B2F,,3300,,2.0212
SW-B2F-PKG-0068,SW,전단벽,PKG,B2F,,3300,,1.8975
SW-B2F-PKG-0070,SW,전단벽,PKG,B2F,,3300,,1.3695
SW-B2F-PKG-0072,SW,전단벽,PKG,B2F,,3300,,1.4437
SW-B2F-PKG-0074,SW,전단벽,PKG,B2F,,3300,,3.927
SW-B2F-PKG-0076,SW,전단벽,PKG,B2F,,3300,,2.5987
SW-B2F-PKG-0078,SW,전단벽,PKG,B2F,,3300,,1.2458
SW-B2F-PKG-0079,SW,전단벽,PKG,B2F,,3300,,1.4107
SW-B2F-PKG-0080,SW,전단벽,PKG,B2F,,3300,,1.7325
"('PC2', 109619.69037207012, 2356824.452063586)-B2F-DONG-0001","('PC2', 109619.69037207012, 2356824.452063586)",기둥,DONG,B2F,1738x1635,3300,,9.3818
C-B2F-DONG-0001,C,기둥,DONG,B2F,1240x1019,3300,,4.1733
"('EC1', 168167.2323586498, 2282076.025270448)-B2F-DONG-0001","('EC1', 168167.2323586498, 2282076.025270448)",기둥,DONG,B2F,1019x1240,3300,,4.1733
C-B2F-DONG-0002,C,기둥,DONG,B2F,1240x1019,3300,,4.1733
C-B2F-DONG-0003,C,기둥,DONG,B2F,994x1237,3300,,4.0603
C-B2F-DONG-0004,C,기둥,DONG,B2F,994x1237,3300,,4.0603
C-B2F-DONG-0005,C,기둥,DONG,B2F,525x1512,3300,,2.6218
C-B2F-DONG-0006,C,기둥,DONG,B2F,1237x994,3300,,4.0603
C-B2F-DONG-0007,C,기둥,DONG,B2F,526x1512,3300,,2.626
C-B2F-DONG-0008,C,기둥,DONG,B2F,1240x1019,3300,,4.1733
"('C2', 96480.86942496627, 2374325.4849818544)-B2F-DONG-0001","('C2', 96480.86942496627, 2374325.4849818544)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 96480.86942496627, 2382125.485056707)-B2F-DONG-0001","('C2', 96480.86942496627, 2382125.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2A', 104989.4879768594, 2304146.7038534028)-B2F-DONG-0001","('C2A', 104989.4879768594, 2304146.7038534028)",기둥,DONG,B2F,581x873,3300,,1.6757
"('C2', 96480.86942496627, 2365825.485056707)-B2F-DONG-0001","('C2', 96480.86942496627, 2365825.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 88280.86942496622, 2365825.485056707)-B2F-DONG-0001","('C2', 88280.86942496622, 2365825.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 88280.86942496622, 2357325.485056707)-B2F-DONG-0001","('C2', 88280.86942496622, 2357325.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 96480.86942496627, 2357325.485056707)-B2F-DONG-0001","('C2', 96480.86942496627, 2357325.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 88280.86942496622, 2348925.485056707)-B2F-DONG-0001","('C2', 88280.86942496622, 2348925.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('C2', 88280.86942496622, 2344625.4850567044)-B2F-DONG-0001","('C2', 88280.86942496622, 2344625.4850567044)",기둥,DONG,B2F,400x800,3300,,1.056
"('EC1', 129062.88369125337, 2382125.485056707)-B2F-DONG-0001","('EC1', 129062.88369125337, 2382125.485056707)",기둥,DONG,B2F,400x800,3300,,1.056
"('EC1', 176272.36037903387, 2250176.232526219)-B2F-DONG-0001","('EC1', 176272.36037903387, 2250176.232526219)",기둥,DONG,B2F,581x873,3300,,1.6757
"('EC2', 158553.81852740335, 2308638.5142017715)-B2F-DONG-0001","('EC2', 158553.81852740335, 2308638.5142017715)",기둥,DONG,B2F,581x873,3300,,1.6757
"('C1', 170832.81777757878, 2274040.1753973225)-B2F-DONG-0001","('C1', 170832.81777757878, 2274040.1753973225)",기둥,DONG,B2F,873x581,3300,,1.6757
"('EC1', 149906.23872186427, 2323488.416065921)-B2F-DONG-0001","('EC1', 149906.23872186427, 2323488.416065921)",기둥,DONG,B2F,873x581,3300,,1.6757
"('EC1', 104137.67643449908, 2330318.03229419)-B2F-DONG-0001","('EC1', 104137.67643449908, 2330318.03229419)",기둥,DONG,B2F,581x873,3300,,1.6757
C-B2F-DONG-0009,C,기둥,DONG,B2F,400x800,3300,,1.056
"('EC1', 141912.88366710884, 2357325.485056705)-B2F-DONG-0001","('EC1', 141912.88366710884, 2357325.485056705)",기둥,DONG,B2F,400x800,3300,,1.056
"('PC1', 71095.7821810431, 2304353.208364318)-B2F-DONG-0001","('PC1', 71095.7821810431, 2304353.208364318)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC1', 79052.2071364722, 2306336.967908367)-B2F-DONG-0001","('PC1', 79052.2071364722, 2306336.967908367)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC1', 87008.63209189942, 2308320.727452423)-B2F-DONG-0001","('PC1', 87008.63209189942, 2308320.727452423)",기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0010,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0011,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0012,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0013,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0014,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0015,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0016,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0017,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0018,C,기둥,DONG,B2F,500x500,3300,,0.825
C-B2F-DONG-0019,C,기둥,DONG,B2F,500x500,3300,,0.825
"('C5', 72080.86942494202, 2344625.485056534)-B2F-DONG-0001","('C5', 72080.86942494202, 2344625.485056534)",기둥,DONG,B2F,499x499,3300,,0.825
C-B2F-DONG-0020,C,기둥,DONG,B2F,499x499,3300,,0.825
"('PC2', 119832.48526492712, 2299190.324237144)-B2F-DONG-0001","('PC2', 119832.48526492712, 2299190.324237144)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 127691.88064772912, 2301149.891591638)-B2F-DONG-0001","('PC2', 127691.88064772912, 2301149.891591638)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 133125.5367148551, 2302504.654207094)-B2F-DONG-0001","('PC2', 133125.5367148551, 2302504.654207094)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 138559.19278197127, 2303859.416822542)-B2F-DONG-0001","('PC2', 138559.19278197127, 2303859.416822542)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 117800.34134174741, 2307340.808337823)-B2F-DONG-0001","('PC2', 117800.34134174741, 2307340.808337823)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 125659.73672454941, 2309300.3756923163)-B2F-DONG-0001","('PC2', 125659.73672454941, 2309300.3756923163)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 131093.39279167537, 2310655.1383077726)-B2F-DONG-0001","('PC2', 131093.39279167537, 2310655.1383077726)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 136527.04885879203, 2312009.9009232204)-B2F-DONG-0001","('PC2', 136527.04885879203, 2312009.9009232204)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 129061.01548474235, 2357325.485056715)-B2F-DONG-0001","('PC2', 129061.01548474235, 2357325.485056715)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 123561.01548474189, 2357325.485056713)-B2F-DONG-0001","('PC2', 123561.01548474189, 2357325.485056713)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 136919.6903720636, 2356824.452063598)-B2F-DONG-0001","('PC2', 136919.6903720636, 2356824.452063598)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 114819.69037207105, 2356824.4520635917)-B2F-DONG-0001","('PC2', 114819.69037207105, 2356824.4520635917)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 109619.69037207012, 2356824.452063586)-B2F-DONG-0002","('PC2', 109619.69037207012, 2356824.452063586)",기둥,DONG,B2F,500x500,3300,,0.825
"('PC2', 115161.0154847391, 2365825.485056708)-B2F-DONG-0001","('PC2', 115161.0154847391, 2365825.485056708)",기둥,DONG,B2F,500x500,3300,,0.825
