부재ID,도면명,유형,구역,층,치수,체적(m³)
C1-B1F-DONG-0053,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0054,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0055,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0056,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0057,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0058,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0059,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0060,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0061,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0062,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0063,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0064,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0065,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0066,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0067,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0068,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0069,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0070,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0071,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0072,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0073,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0074,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0075,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0076,C1,기둥,DONG,B1F,800x400,1.8624
TC1-B1F-DONG-0001,TC1,기둥,DONG,B1F,600x1500,5.238
TC2-B1F-DONG-0001,TC2,기둥,DONG,B1F,600x1200,4.1904
TC8-B1F-DONG-0001,TC8,기둥,DONG,B1F,600x1800,6.2856
TC2-B1F-DONG-0002,TC2,기둥,DONG,B1F,600x1200,4.1904
TC2-B1F-DONG-0003,TC2,기둥,DONG,B1F,600x1200,4.1904
TC2-B1F-DONG-0004,TC2,기둥,DONG,B1F,600x1200,4.1904
TC8-B1F-DONG-0002,TC8,기둥,DONG,B1F,600x1800,6.2856
TC75-B1F-DONG-0001,TC75,기둥,DONG,B1F,1100x900,5.7618
TC8-B1F-DONG-0003,TC8,기둥,DONG,B1F,600x1800,6.2856
TC8-B1F-DONG-0004,TC8,기둥,DONG,B1F,600x1800,6.2856
TC8-B1F-DONG-0005,TC8,기둥,DONG,B1F,600x1800,6.2856
TC75-B1F-DONG-0002,TC75,기둥,DONG,B1F,1100x900,5.7618
TC2-B1F-DONG-0005,TC2,기둥,DONG,B1F,600x1200,4.1904
TC2-B1F-DONG-0006,TC2,기둥,DONG,B1F,600x1200,4.1904
TC8-B1F-DONG-0006,TC8,기둥,DONG,B1F,600x1800,6.2856
TC2-B1F-DONG-0007,TC2,기둥,DONG,B1F,600x1200,4.1904
TC2-B1F-DONG-0008,TC2,기둥,DONG,B1F,600x1200,4.1904
TC1-B1F-DONG-0002,TC1,기둥,DONG,B1F,600x1500,5.238
C1-B1F-DONG-0077,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0078,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0079,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0080,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0081,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0082,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0083,C1,기둥,DONG,B1F,400x800,1.8624
TC13-B1F-DONG-0004,TC13,기둥,DONG,B1F,1500x800,6.984
TC13-B1F-DONG-0005,TC13,기둥,DONG,B1F,1500x800,6.984
TC13-B1F-DONG-0006,TC13,기둥,DONG,B1F,1500x800,6.984
C1-B1F-DONG-0084,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0085,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0086,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0087,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0088,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0089,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0090,C1,기둥,DONG,B1F,400x800,1.8624
TC12-B1F-DONG-0001,TC12,기둥,DONG,B1F,700x2000,8.148
TC2-B1F-DONG-0009,TC2,기둥,DONG,B1F,600x1200,4.1904
TC8-B1F-DONG-0007,TC8,기둥,DONG,B1F,600x1800,6.2856
TC2-B1F-DONG-0010,TC2,기둥,DONG,B1F,600x1200,4.1904
TC2-B1F-DONG-0011,TC2,기둥,DONG,B1F,600x1199,4.1904
TC1-B1F-DONG-0003,TC1,기둥,DONG,B1F,600x1000,3.492
TC1-B1F-DONG-0004,TC1,기둥,DONG,B1F,600x1000,3.492
TC2-B1F-DONG-0012,TC2,기둥,DONG,B1F,600x1200,4.1904
C1-B1F-DONG-0091,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0092,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0093,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0094,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0095,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0096,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0097,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0098,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0099,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0100,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0101,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0102,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0103,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0104,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0105,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0106,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0107,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0108,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0109,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0110,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0111,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0112,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0113,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0114,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0115,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0116,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0117,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0118,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0119,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0120,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0121,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0122,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0123,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0124,C1,기둥,DONG,B1F,400x800,1.8624
C5-B1F-DONG-0001,C5,기둥,DONG,B1F,900x400,2.0952
C1-B1F-DONG-0125,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0126,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0127,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0128,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0129,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0130,C1,기둥,DONG,B1F,800x400,1.8624
C1-B1F-DONG-0131,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0132,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0133,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0134,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0135,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0136,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0137,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0138,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0139,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0140,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0141,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0142,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0143,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0144,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0145,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0146,C1,기둥,DONG,B1F,400x800,1.8624
C1-B1F-DONG-0147,C1,기둥,DONG,B1F,400x800,1.8624
TC19-B1F-DONG-0001,TC19,기둥,DONG,B1F,600x1100,3.8412
C-B2F-PKG-0001,C,기둥,PKG,B2F,500x500,0.825
C-B2F-PKG-0002,C,기둥,PKG,B2F,500x500,0.825
C-B2F-PKG-0003,C,기둥,PKG,B2F,500x500,0.825
C-B2F-PKG-0004,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0005,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0006,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0007,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0008,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0009,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0010,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0011,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0012,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0013,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0014,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0015,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0016,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0017,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0018,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0019,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0020,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0021,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0022,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0023,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0024,C,기둥,PKG,B2F,500x700,1.155
C-B2F-PKG-0025,C,기둥,PKG,B2F,500x700,1.155
C-B2F-PKG-0026,C,기둥,PKG,B2F,771x888,2.2619
C-B2F-PKG-0027,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0028,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0029,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0030,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0031,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0032,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0033,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0034,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0035,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0036,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0037,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0038,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0039,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0040,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0041,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0042,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0043,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0044,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0045,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0046,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0047,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0048,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0049,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0050,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0051,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0052,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0053,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0054,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0055,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0056,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0057,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0058,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0059,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0060,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0061,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0062,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0063,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0064,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0065,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0066,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0067,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0068,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0069,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0070,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0071,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0072,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0073,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0074,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0075,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0076,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0077,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0078,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0079,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0080,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0081,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0082,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0083,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0084,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0085,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0086,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0087,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0088,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0089,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0090,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0091,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0092,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0093,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0094,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0095,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0096,C,기둥,PKG,B2F,800x400,1.056
C-B2F-PKG-0097,C,기둥,PKG,B2F,600x1500,2.97
C-B2F-PKG-0098,C,기둥,PKG,B2F,600x1200,2.376
C-B2F-PKG-0099,C,기둥,PKG,B2F,600x2650,5.247
C-B2F-PKG-0100,C,기둥,PKG,B2F,600x1300,2.574
C-B2F-PKG-0101,C,기둥,PKG,B2F,800x1500,3.96
C-B2F-PKG-0102,C,기둥,PKG,B2F,700x1500,3.465
C-B2F-PKG-0103,C,기둥,PKG,B2F,1472x1334,6.4863
C-B2F-PKG-0104,C,기둥,PKG,B2F,1709x1519,8.5692
C-B2F-PKG-0105,C,기둥,PKG,B2F,600x1500,2.97
C-B2F-PKG-0106,C,기둥,PKG,B2F,600x2850,5.643
C-B2F-PKG-0107,C,기둥,PKG,B2F,600x1200,2.376
C-B2F-PKG-0108,C,기둥,PKG,B2F,600x1600,3.168
C-B2F-PKG-0109,C,기둥,PKG,B2F,600x1800,3.564
C-B2F-PKG-0110,C,기둥,PKG,B2F,1472x1334,6.4863
C-B2F-PKG-0111,C,기둥,PKG,B2F,2006x1782,11.8085
C-B2F-PKG-0112,C,기둥,PKG,B2F,600x1200,2.376
C-B2F-PKG-0113,C,기둥,PKG,B2F,600x1500,2.97
C-B2F-PKG-0114,C,기둥,PKG,B2F,600x1500,2.97
C-B2F-PKG-0115,C,기둥,PKG,B2F,600x1200,2.376
C-B2F-PKG-0116,C,기둥,PKG,B2F,1339x1119,4.9479
C-B2F-PKG-0117,C,기둥,PKG,B2F,600x1000,1.98
C-B2F-PKG-0118,C,기둥,PKG,B2F,600x1200,2.376
C-B2F-PKG-0119,C,기둥,PKG,B2F,600x1800,3.564
C-B2F-PKG-0120,C,기둥,PKG,B2F,600x2200,4.356
C-B2F-PKG-0121,C,기둥,PKG,B2F,1500x1000,4.95
C-B2F-PKG-0122,C,기둥,PKG,B2F,1500x1000,4.95
C-B2F-PKG-0123,C,기둥,PKG,B2F,600x1400,2.772
C-B2F-PKG-0124,C,기둥,PKG,B2F,1500x1000,4.95
C-B2F-PKG-0125,C,기둥,PKG,B2F,1500x1000,4.95
C-B2F-PKG-0126,C,기둥,PKG,B2F,1100x900,3.267
C-B2F-PKG-0127,C,기둥,PKG,B2F,1300x1300,5.577
C-B2F-PKG-0128,C,기둥,PKG,B2F,1300x1300,5.577
C-B2F-PKG-0129,C,기둥,PKG,B2F,600x1800,3.564
C-B2F-PKG-0130,C,기둥,PKG,B2F,400x800,1.056
C-B2F-PKG-0131,C,기둥,PKG,B2F,1017x948,3.182
C-B1F-PKG-0001,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0002,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0003,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0004,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0005,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0006,C,기둥,PKG,B1F,500x500,1.0625
C-B1F-PKG-0007,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0008,C,기둥,PKG,B1F,700x500,1.4875
C-B1F-PKG-0009,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0010,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0011,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0012,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0013,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0014,C,기둥,PKG,B1F,1719x2036,14.8792
C-B1F-PKG-0015,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0016,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0017,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0018,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0019,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0020,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0021,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0022,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0023,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0024,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0025,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0026,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0027,C,기둥,PKG,B1F,500x700,1.4875
C-B1F-PKG-0028,C,기둥,PKG,B1F,500x700,1.4875
C-B1F-PKG-0029,C,기둥,PKG,B1F,771x888,2.913
C-B1F-PKG-0030,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0031,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0032,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0033,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0034,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0035,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0036,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0037,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0038,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0039,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0040,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0041,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0042,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0043,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0044,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0045,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0046,C,기둥,PKG,B1F,700x500,1.4875
C-B1F-PKG-0047,C,기둥,PKG,B1F,700x500,1.4875
C-B1F-PKG-0048,C,기둥,PKG,B1F,700x500,1.4875
C-B1F-PKG-0049,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0050,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0051,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0052,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0053,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0054,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0055,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0056,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0057,C,기둥,PKG,B1F,1017x948,4.0981
C-B1F-PKG-0058,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0059,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0060,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0061,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0062,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0063,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0064,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0065,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0066,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0067,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0068,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0069,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0070,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0071,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0072,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0073,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0074,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0075,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0076,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0077,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0078,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0079,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0080,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0081,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0082,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0083,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0084,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0085,C,기둥,PKG,B1F,600x2200,5.61
C-B1F-PKG-0086,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0087,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0088,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0089,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0090,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0091,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0092,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0093,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0094,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0095,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0096,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0097,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0098,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0099,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0100,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0101,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0102,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0103,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0104,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0105,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0106,C,기둥,PKG,B1F,2417x2491,25.591
C-B1F-PKG-0107,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0108,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0109,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0110,C,기둥,PKG,B1F,1061x2869,12.9434
C-B1F-PKG-0111,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0112,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0113,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0114,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0115,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0116,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0117,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0118,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0119,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0120,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0121,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0122,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0123,C,기둥,PKG,B1F,800x400,1.36
C-B1F-PKG-0124,C,기둥,PKG,B1F,400x800,1.36
C-B1F-PKG-0125,C,기둥,PKG,B1F,600x2650,6.7575
C-B1F-PKG-0126,C,기둥,PKG,B1F,600x1300,3.315
