부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
WL-B1F-1750,WALL,B1F,DONG,288099.3,2332479.8,-5600.0,370.0,200x5970,920.0,139.0,5970.0,1.098,5.492,S-하부벽체
WL-B1F-1751,WALL,B1F,DONG,289895.5,2330918.4,-5600.0,370.0,200x5970,3840.0,139.0,5970.0,4.585,22.925,S-하부벽체
WL-B1F-1752,WALL,B1F,DONG,288266.5,2333129.5,-5600.0,370.0,200x5970,1520.0,139.0,5970.0,1.815,9.074,S-하부벽체
WL-B1F-1753,WALL,B1F,DONG,290515.6,2331174.4,-5600.0,370.0,200x5970,4440.0,139.0,5970.0,5.301,26.507,S-하부벽체
WL-B1F-1754,WALL,B1F,DONG,286648.4,2329964.8,-5600.0,370.0,200x5970,2430.0,139.0,5970.0,2.901,14.507,S-하부벽체
WL-B1F-1755,WALL,B1F,DONG,287767.1,2329323.5,-5600.0,370.0,200x5970,4960.0,139.0,5970.0,5.922,29.611,S-하부벽체
WL-B1F-1756,WALL,B1F,DONG,247008.0,2336017.4,-5600.0,370.0,200x5970,420.0,104.0,5970.0,0.501,2.507,S-하부벽체
WL-B1F-1757,WALL,B1F,DONG,251362.5,2339468.4,-5600.0,370.0,200x5970,1430.0,104.0,5970.0,1.707,8.537,S-하부벽체
WL-B1F-1758,WALL,B1F,DONG,251168.4,2339420.0,-5600.0,370.0,200x5970,1430.0,104.0,5970.0,1.707,8.537,S-하부벽체
WL-B1F-1759,WALL,B1F,DONG,249363.6,2337027.3,-5600.0,370.0,200x5970,5060.0,14.0,5970.0,6.042,30.208,S-하부벽체
WL-B1F-1760,WALL,B1F,DONG,246594.3,2337676.6,-5600.0,370.0,200x5970,2600.0,104.0,5970.0,3.104,15.522,S-하부벽체
WL-B1F-1761,WALL,B1F,DONG,250680.2,2340138.2,-5600.0,370.0,200x5970,200.0,104.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1762,WALL,B1F,DONG,248492.1,2339489.6,-5600.0,370.0,200x5970,4560.0,14.0,5970.0,5.445,27.223,S-하부벽체
WL-B1F-1763,WALL,B1F,DONG,249945.7,2336966.3,-5600.0,370.0,200x5970,3960.0,14.0,5970.0,4.728,23.641,S-하부벽체
WL-B1F-1764,WALL,B1F,DONG,246402.5,2337412.4,-5600.0,370.0,200x5970,3420.0,104.0,5970.0,4.083,20.417,S-하부벽체
WL-B1F-1765,WALL,B1F,DONG,247725.7,2339504.6,-5600.0,370.0,200x5970,3580.0,14.0,5970.0,4.275,21.373,S-하부벽체
WL-B1F-1766,WALL,B1F,DONG,250447.3,2340183.2,-5600.0,370.0,200x5970,430.0,14.0,5970.0,0.513,2.567,S-하부벽체
WL-B1F-1767,WALL,B1F,DONG,251438.4,2338750.4,-5600.0,370.0,200x5970,200.0,14.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1768,WALL,B1F,DONG,253643.6,2338586.5,-5600.0,370.0,200x5970,655.0,104.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1769,WALL,B1F,DONG,253209.3,2340328.2,-5600.0,370.0,200x5970,655.0,104.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1770,WALL,B1F,DONG,253479.7,2338416.9,-5600.0,370.0,200x5970,905.0,104.0,5970.0,1.081,5.403,S-하부벽체
WL-B1F-1771,WALL,B1F,DONG,253015.3,2340279.8,-5600.0,370.0,200x5970,655.0,104.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1772,WALL,B1F,DONG,253450.4,2340932.0,-5600.0,370.0,200x5970,4340.0,14.0,5970.0,5.182,25.91,S-하부벽체
WL-B1F-1773,WALL,B1F,DONG,254245.9,2340924.2,-5600.0,370.0,200x5970,2300.0,14.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1774,WALL,B1F,DONG,252164.6,2340405.3,-5600.0,370.0,200x5970,1590.0,14.0,5970.0,1.898,9.492,S-하부벽체
WL-B1F-1775,WALL,B1F,DONG,254802.1,2338280.2,-5600.0,370.0,200x5970,2500.0,14.0,5970.0,2.985,14.925,S-하부벽체
WL-B1F-1776,WALL,B1F,DONG,254838.6,2338547.0,-5600.0,370.0,200x5970,2300.0,14.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1777,WALL,B1F,DONG,251291.4,2340187.5,-5600.0,370.0,200x5970,210.0,14.0,5970.0,0.251,1.254,S-하부벽체
WL-B1F-1778,WALL,B1F,DONG,256077.9,2338330.3,-5600.0,370.0,200x5970,520.0,104.0,5970.0,0.621,3.104,S-하부벽체
WL-B1F-1779,WALL,B1F,DONG,255969.6,2339797.7,-5600.0,370.0,200x5970,3420.0,104.0,5970.0,4.083,20.417,S-하부벽체
WL-B1F-1780,WALL,B1F,DONG,250849.9,2340077.5,-5600.0,370.0,200x5970,300.0,14.0,5970.0,0.358,1.791,S-하부벽체
WL-B1F-1781,WALL,B1F,DONG,251000.4,2340321.1,-5600.0,370.0,200x5970,710.0,14.0,5970.0,0.848,4.239,S-하부벽체
WL-B1F-1782,WALL,B1F,DONG,255658.1,2340013.8,-5600.0,370.0,200x5970,2450.0,104.0,5970.0,2.925,14.627,S-하부벽체
WL-B1F-1783,WALL,B1F,DONG,248075.3,2336283.5,-5600.0,370.0,200x5970,420.0,104.0,5970.0,0.501,2.507,S-하부벽체
WL-B1F-1784,WALL,B1F,DONG,247832.7,2336223.1,-5600.0,370.0,200x5970,420.0,104.0,5970.0,0.501,2.507,S-하부벽체
WL-B1F-1785,WALL,B1F,DONG,247369.6,2336324.0,-5600.0,370.0,200x5970,850.0,14.0,5970.0,1.015,5.074,S-하부벽체
WL-B1F-1786,WALL,B1F,DONG,258567.5,2336446.7,-5600.0,370.0,200x5970,250.0,14.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1787,WALL,B1F,DONG,258244.2,2337226.6,-5600.0,370.0,200x5970,1670.0,104.0,5970.0,1.994,9.97,S-하부벽체
WL-B1F-1788,WALL,B1F,DONG,258486.8,2337287.1,-5600.0,370.0,200x5970,1670.0,104.0,5970.0,1.994,9.97,S-하부벽체
WL-B1F-1789,WALL,B1F,DONG,265371.1,2341100.9,-5600.0,370.0,200x5970,265.0,14.0,5970.0,0.316,1.582,S-하부벽체
WL-B1F-1790,WALL,B1F,DONG,263089.7,2340403.2,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1791,WALL,B1F,DONG,264283.1,2340700.8,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1792,WALL,B1F,DONG,257645.8,2338324.5,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1793,WALL,B1F,DONG,255304.5,2336885.3,-5600.0,370.0,200x5970,1910.0,104.0,5970.0,2.281,11.403,S-하부벽체
WL-B1F-1794,WALL,B1F,DONG,255352.3,2335784.2,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1795,WALL,B1F,DONG,255607.5,2336703.2,-5600.0,370.0,200x5970,1910.0,104.0,5970.0,2.281,11.403,S-하부벽체
WL-B1F-1796,WALL,B1F,DONG,255934.4,2337769.0,-5600.0,370.0,200x5970,1150.0,14.0,5970.0,1.373,6.865,S-하부벽체
WL-B1F-1797,WALL,B1F,DONG,255607.1,2337945.0,-5600.0,370.0,200x5970,1100.0,14.0,5970.0,1.313,6.567,S-하부벽체
WL-B1F-1798,WALL,B1F,DONG,263622.4,2333285.7,-5600.0,370.0,200x5970,2680.0,104.0,5970.0,3.2,16.0,S-하부벽체
WL-B1F-1799,WALL,B1F,DONG,263176.9,2334555.6,-5600.0,370.0,200x5970,250.0,14.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1800,WALL,B1F,DONG,263379.8,2333225.2,-5600.0,370.0,200x5970,2680.0,104.0,5970.0,3.2,16.0,S-하부벽체
WL-B1F-1801,WALL,B1F,DONG,254042.6,2331953.5,-5600.0,370.0,200x5970,2075.0,14.0,5970.0,2.478,12.388,S-하부벽체
WL-B1F-1802,WALL,B1F,DONG,255019.0,2332325.8,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1803,WALL,B1F,DONG,253982.1,2332196.1,-5600.0,370.0,200x5970,2075.0,14.0,5970.0,2.478,12.388,S-하부벽체
WL-B1F-1804,WALL,B1F,DONG,263167.9,2335604.6,-5600.0,370.0,200x5970,250.0,14.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1805,WALL,B1F,DONG,262965.0,2336935.0,-5600.0,370.0,200x5970,2680.0,104.0,5970.0,3.2,16.0,S-하부벽체
WL-B1F-1806,WALL,B1F,DONG,262519.5,2338205.0,-5600.0,370.0,200x5970,250.0,14.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1807,WALL,B1F,DONG,262722.4,2336874.6,-5600.0,370.0,200x5970,2680.0,104.0,5970.0,3.2,16.0,S-하부벽체
WL-B1F-1808,WALL,B1F,DONG,257755.3,2333008.0,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1809,WALL,B1F,DONG,256803.2,2332899.5,-5600.0,370.0,200x5970,1900.0,14.0,5970.0,2.269,11.343,S-하부벽체
WL-B1F-1810,WALL,B1F,DONG,255911.7,2332548.4,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1811,WALL,B1F,DONG,256863.7,2332656.9,-5600.0,370.0,200x5970,1900.0,14.0,5970.0,2.269,11.343,S-하부벽체
WL-B1F-1812,WALL,B1F,DONG,263656.1,2340673.3,-5600.0,370.0,200x5970,1230.0,14.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1813,WALL,B1F,DONG,263716.6,2340430.7,-5600.0,370.0,200x5970,1230.0,14.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1814,WALL,B1F,DONG,265272.8,2340947.5,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1815,WALL,B1F,DONG,255610.5,2335719.7,-5600.0,370.0,200x5970,470.0,14.0,5970.0,0.561,2.806,S-하부벽체
WL-B1F-1816,WALL,B1F,DONG,253269.7,2335136.1,-5600.0,370.0,200x5970,2115.0,14.0,5970.0,2.525,12.627,S-하부벽체
WL-B1F-1817,WALL,B1F,DONG,253148.6,2335363.6,-5600.0,370.0,200x5970,2240.0,14.0,5970.0,2.675,13.373,S-하부벽체
WL-B1F-1818,WALL,B1F,DONG,255428.8,2335932.1,-5600.0,370.0,200x5970,220.0,14.0,5970.0,0.263,1.313,S-하부벽체
WL-B1F-1819,WALL,B1F,DONG,252609.5,2333412.7,-5600.0,370.0,200x5970,3025.0,104.0,5970.0,3.612,18.059,S-하부벽체
WL-B1F-1820,WALL,B1F,DONG,253322.0,2330555.2,-5600.0,370.0,200x5970,2365.0,104.0,5970.0,2.824,14.119,S-하부벽체
WL-B1F-1821,WALL,B1F,DONG,254265.5,2335513.2,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1822,WALL,B1F,DONG,256462.1,2338029.3,-5600.0,370.0,200x5970,250.0,104.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1823,WALL,B1F,DONG,270479.9,2352088.6,-5600.0,370.0,200x5970,200.0,67.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1824,WALL,B1F,DONG,269430.5,2352534.1,-5600.0,370.0,200x5970,200.0,67.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1825,WALL,B1F,DONG,284071.1,2331748.0,-5600.0,370.0,200x5970,200.0,139.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1826,WALL,B1F,DONG,280322.0,2329687.2,-5600.0,370.0,200x5970,315.0,139.0,5970.0,0.376,1.881,S-하부벽체
WL-B1F-1827,WALL,B1F,DONG,282801.3,2357135.5,-5600.0,370.0,200x5970,1350.0,157.0,5970.0,1.612,8.059,S-하부벽체
WL-B1F-1828,WALL,B1F,DONG,274465.3,2336984.5,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1829,WALL,B1F,DONG,277733.2,2334143.7,-5600.0,370.0,200x5970,7910.0,139.0,5970.0,9.445,47.223,S-하부벽체
WL-B1F-1830,WALL,B1F,DONG,281985.8,2333921.9,-5600.0,370.0,200x5970,4245.0,49.0,5970.0,5.069,25.343,S-하부벽체
WL-B1F-1831,WALL,B1F,DONG,285076.4,2334047.6,-5600.0,370.0,200x5970,4500.0,139.0,5970.0,5.373,26.865,S-하부벽체
WL-B1F-1832,WALL,B1F,DONG,271869.0,2340184.6,-5600.0,370.0,200x5970,250.0,67.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1833,WALL,B1F,DONG,272605.4,2339872.0,-5600.0,370.0,200x5970,250.0,67.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1834,WALL,B1F,DONG,253309.3,2394960.4,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1835,WALL,B1F,DONG,253658.2,2395918.9,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1836,WALL,B1F,DONG,253837.8,2396412.2,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1837,WALL,B1F,DONG,254186.6,2397370.7,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1838,WALL,B1F,DONG,253990.5,2397562.9,-5600.0,370.0,200x5970,8223.0,70.0,5970.0,9.818,49.091,S-하부벽체
WL-B1F-1839,WALL,B1F,DONG,254667.2,2398691.0,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1840,WALL,B1F,DONG,255084.4,2399837.4,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1841,WALL,B1F,DONG,255580.4,2401200.0,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1842,WALL,B1F,DONG,264023.3,2400436.2,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1843,WALL,B1F,DONG,263503.4,2399007.9,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1844,WALL,B1F,DONG,263205.9,2398190.4,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1845,WALL,B1F,DONG,262173.0,2395352.5,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1846,WALL,B1F,DONG,261913.1,2394638.3,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1847,WALL,B1F,DONG,263139.8,2397277.9,-5600.0,370.0,200x5970,11880.0,70.0,5970.0,14.185,70.924,S-하부벽체
WL-B1F-1848,WALL,B1F,DONG,262652.9,2397402.0,-5600.0,370.0,200x5970,11980.0,70.0,5970.0,14.304,71.521,S-하부벽체
WL-B1F-1849,WALL,B1F,DONG,260558.5,2400579.9,-5600.0,370.0,200x5970,250.0,160.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1850,WALL,B1F,DONG,261359.0,2393116.0,-5600.0,370.0,200x5970,500.0,160.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1851,WALL,B1F,DONG,256052.1,2397335.6,-5600.0,370.0,200x5970,1000.0,160.0,5970.0,1.194,5.97,S-하부벽체
WL-B1F-1852,WALL,B1F,DONG,255966.6,2397100.6,-5600.0,370.0,200x5970,1000.0,160.0,5970.0,1.194,5.97,S-하부벽체
WL-B1F-1853,WALL,B1F,DONG,260707.8,2395508.0,-5600.0,370.0,200x5970,250.0,70.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1854,WALL,B1F,DONG,255539.5,2397389.1,-5600.0,370.0,200x5970,250.0,70.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1855,WALL,B1F,DONG,260186.8,2395830.7,-5600.0,370.0,200x5970,1200.0,160.0,5970.0,1.433,7.164,S-하부벽체
WL-B1F-1856,WALL,B1F,DONG,260101.2,2395595.7,-5600.0,370.0,200x5970,1200.0,160.0,5970.0,1.433,7.164,S-하부벽체
WL-B1F-1857,WALL,B1F,DONG,272056.8,2379381.6,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1858,WALL,B1F,DONG,276820.6,2381885.2,-5600.0,370.0,200x5970,500.0,50.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1859,WALL,B1F,DONG,277678.6,2381165.3,-5600.0,370.0,200x5970,500.0,50.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1860,WALL,B1F,DONG,277529.3,2380964.1,-5600.0,370.0,200x5970,2270.0,140.0,5970.0,2.71,13.552,S-하부벽체
WL-B1F-1861,WALL,B1F,DONG,272212.3,2377684.5,-5600.0,370.0,200x5970,250.0,50.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1862,WALL,B1F,DONG,272787.0,2377039.2,-5600.0,370.0,200x5970,1710.0,140.0,5970.0,2.042,10.209,S-하부벽체
WL-B1F-1863,WALL,B1F,DONG,272947.7,2377230.7,-5600.0,370.0,200x5970,1710.0,140.0,5970.0,2.042,10.209,S-하부벽체
WL-B1F-1864,WALL,B1F,DONG,271797.7,2381126.3,-5600.0,370.0,200x5970,370.0,50.0,5970.0,0.442,2.209,S-하부벽체
WL-B1F-1865,WALL,B1F,DONG,271820.8,2381348.4,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1866,WALL,B1F,DONG,272540.7,2382206.4,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1867,WALL,B1F,DONG,272814.9,2382338.6,-5600.0,370.0,200x5970,555.0,50.0,5970.0,0.663,3.313,S-하부벽체
WL-B1F-1868,WALL,B1F,DONG,272623.4,2382499.3,-5600.0,370.0,200x5970,555.0,50.0,5970.0,0.663,3.313,S-하부벽체
WL-B1F-1869,WALL,B1F,DONG,268855.0,2375371.4,-5600.0,370.0,200x5970,2100.0,50.0,5970.0,2.507,12.537,S-하부벽체
WL-B1F-1870,WALL,B1F,DONG,268663.5,2375532.1,-5600.0,370.0,200x5970,2100.0,50.0,5970.0,2.507,12.537,S-하부벽체
WL-B1F-1871,WALL,B1F,DONG,268084.3,2374647.4,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1872,WALL,B1F,DONG,273095.7,2372374.4,-5600.0,370.0,200x5970,480.0,140.0,5970.0,0.573,2.866,S-하부벽체
WL-B1F-1873,WALL,B1F,DONG,271644.4,2372573.9,-5600.0,370.0,200x5970,1560.0,50.0,5970.0,1.863,9.313,S-하부벽체
WL-B1F-1874,WALL,B1F,DONG,273708.9,2372342.9,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1875,WALL,B1F,DONG,274300.3,2373047.6,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1876,WALL,B1F,DONG,274531.7,2373323.4,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1877,WALL,B1F,DONG,275315.9,2374258.0,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1878,WALL,B1F,DONG,275166.7,2373691.3,-5600.0,370.0,200x5970,3940.0,50.0,5970.0,4.704,23.522,S-하부벽체
WL-B1F-1879,WALL,B1F,DONG,274623.0,2373821.2,-5600.0,370.0,200x5970,3440.0,50.0,5970.0,4.107,20.537,S-하부벽체
WL-B1F-1880,WALL,B1F,DONG,275476.0,2376362.4,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1881,WALL,B1F,DONG,276453.0,2377526.8,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1882,WALL,B1F,DONG,277189.0,2378403.9,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1883,WALL,B1F,DONG,278166.1,2379568.3,-5600.0,370.0,200x5970,500.0,140.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1884,WALL,B1F,DONG,278730.4,2379851.9,-5600.0,370.0,200x5970,1160.0,50.0,5970.0,1.385,6.925,S-하부벽체
WL-B1F-1885,WALL,B1F,DONG,278186.7,2379981.8,-5600.0,370.0,200x5970,660.0,50.0,5970.0,0.788,3.94,S-하부벽체
WL-B1F-1886,WALL,B1F,DONG,269434.2,2376256.1,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1887,WALL,B1F,DONG,270025.6,2376960.9,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1888,WALL,B1F,DONG,271136.9,2378090.9,-5600.0,370.0,200x5970,3160.0,50.0,5970.0,3.773,18.865,S-하부벽체
WL-B1F-1889,WALL,B1F,DONG,270945.4,2378251.6,-5600.0,370.0,200x5970,3160.0,50.0,5970.0,3.773,18.865,S-하부벽체
WL-B1F-1890,WALL,B1F,DONG,269697.0,2371264.3,-5600.0,370.0,200x5970,250.0,50.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1891,WALL,B1F,DONG,269865.6,2370959.6,-5600.0,370.0,200x5970,650.0,140.0,5970.0,0.776,3.881,S-하부벽체
WL-B1F-1892,WALL,B1F,DONG,269930.6,2371231.5,-5600.0,370.0,200x5970,400.0,140.0,5970.0,0.478,2.388,S-하부벽체
WL-B1F-1893,WALL,B1F,DONG,270548.5,2371267.8,-5600.0,370.0,200x5970,1350.0,50.0,5970.0,1.612,8.059,S-하부벽체
WL-B1F-1894,WALL,B1F,DONG,271019.0,2372217.5,-5600.0,370.0,200x5970,2910.0,50.0,5970.0,3.475,17.373,S-하부벽체
WL-B1F-1895,WALL,B1F,DONG,271461.1,2371383.2,-5600.0,370.0,200x5970,1250.0,140.0,5970.0,1.492,7.462,S-하부벽체
WL-B1F-1896,WALL,B1F,DONG,271526.1,2371655.0,-5600.0,370.0,200x5970,1000.0,140.0,5970.0,1.194,5.97,S-하부벽체
WL-B1F-1897,WALL,B1F,DONG,272046.6,2371303.1,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1898,WALL,B1F,DONG,272041.2,2371102.1,-5600.0,370.0,200x5970,315.0,50.0,5970.0,0.376,1.881,S-하부벽체
WL-B1F-1899,WALL,B1F,DONG,272702.3,2372084.4,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1900,WALL,B1F,DONG,273222.3,2371941.8,-5600.0,370.0,200x5970,730.0,140.0,5970.0,0.872,4.358,S-하부벽체
WL-B1F-1901,WALL,B1F,DONG,272050.1,2373251.8,-5600.0,370.0,200x5970,250.0,140.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1902,WALL,B1F,DONG,273701.1,2371944.7,-5600.0,370.0,200x5970,620.0,50.0,5970.0,0.74,3.701,S-하부벽체
WL-B1F-1903,WALL,B1F,DONG,273398.5,2372361.8,-5600.0,370.0,200x5970,370.0,50.0,5970.0,0.442,2.209,S-하부벽체
WL-B1F-1904,WALL,B1F,DONG,275961.9,2375595.7,-5600.0,370.0,200x5970,1230.0,140.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1905,WALL,B1F,DONG,275257.5,2375534.1,-5600.0,370.0,200x5970,1230.0,140.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1906,WALL,B1F,DONG,276924.2,2377699.3,-5600.0,370.0,200x5970,4460.0,50.0,5970.0,5.325,26.626,S-하부벽체
WL-B1F-1907,WALL,B1F,DONG,277858.4,2381340.7,-5600.0,370.0,200x5970,3250.0,140.0,5970.0,3.881,19.402,S-하부벽체
WL-B1F-1908,WALL,B1F,DONG,276342.0,2381960.4,-5600.0,370.0,200x5970,830.0,140.0,5970.0,0.991,4.955,S-하부벽체
WL-B1F-1909,WALL,B1F,DONG,276380.5,2377829.2,-5600.0,370.0,200x5970,4960.0,50.0,5970.0,5.922,29.611,S-하부벽체
WL-B1F-1910,WALL,B1F,DONG,272870.4,2372090.3,-5600.0,370.0,200x5970,225.0,50.0,5970.0,0.269,1.343,S-하부벽체
WL-B1F-1911,WALL,B1F,DONG,272759.2,2372346.7,-5600.0,370.0,200x5970,475.0,50.0,5970.0,0.567,2.836,S-하부벽체
WL-B1F-1912,WALL,B1F,DONG,275527.2,2382024.0,-5600.0,370.0,200x5970,1950.0,50.0,5970.0,2.328,11.641,S-하부벽체
WL-B1F-1913,WALL,B1F,DONG,275477.7,2381576.0,-5600.0,370.0,200x5970,1700.0,50.0,5970.0,2.03,10.149,S-하부벽체
WL-B1F-1914,WALL,B1F,DONG,273931.5,2382090.2,-5600.0,370.0,200x5970,2530.0,140.0,5970.0,3.021,15.104,S-하부벽체
WL-B1F-1915,WALL,B1F,DONG,273962.3,2381738.0,-5600.0,370.0,200x5970,2530.0,140.0,5970.0,3.021,15.104,S-하부벽체
WL-B1F-1916,WALL,B1F,DONG,270866.6,2381992.5,-5600.0,370.0,200x5970,2040.0,140.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1917,WALL,B1F,DONG,270897.4,2381640.2,-5600.0,370.0,200x5970,2040.0,140.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1918,WALL,B1F,DONG,273522.3,2376585.4,-5600.0,370.0,200x5970,250.0,50.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1919,WALL,B1F,DONG,255154.1,2388784.3,-5600.0,370.0,200x5970,6532.6,0.0,5970.0,7.8,39.0,S-하부벽체
WL-B1F-1920,WALL,B1F,DONG,254320.0,2394060.5,-5600.0,370.0,200x5970,2015.0,160.0,5970.0,2.406,12.03,S-하부벽체
WL-B1F-1921,WALL,B1F,DONG,259486.0,2392180.2,-5600.0,370.0,200x5970,2380.0,160.0,5970.0,2.842,14.209,S-하부벽체
WL-B1F-1922,WALL,B1F,DONG,253111.1,2393684.7,-5600.0,370.0,200x5970,1033.1,70.0,5970.0,1.234,6.168,S-하부벽체
WL-B1F-1923,WALL,B1F,DONG,261053.6,2391546.0,-5600.0,370.0,200x5970,339.6,70.0,5970.0,0.405,2.027,S-하부벽체
WL-B1F-1924,WALL,B1F,DONG,257744.1,2387589.3,-5600.0,370.0,200x5970,6295.0,50.0,5970.0,7.516,37.581,S-하부벽체
WL-B1F-1925,WALL,B1F,DONG,255142.4,2384488.8,-5600.0,370.0,200x5970,1300.0,50.0,5970.0,1.552,7.761,S-하부벽체
WL-B1F-1926,WALL,B1F,DONG,253876.0,2384702.9,-5600.0,370.0,200x5970,1715.6,140.0,5970.0,2.048,10.242,S-하부벽체
WL-B1F-1927,WALL,B1F,DONG,253903.3,2384353.6,-5600.0,370.0,200x5970,2024.6,140.0,5970.0,2.417,12.087,S-하부벽체
WL-B1F-1928,WALL,B1F,DONG,251637.8,2392191.8,-5600.0,370.0,200x5970,2015.0,90.0,5970.0,2.406,12.03,S-하부벽체
