부재ID,유형,체적(m³),면적(m²),거푸집(m²),길이(m)
BM-sheet_1-2662,beam,53.8555,0.0,60.694,7.6
BM-sheet_1-2663,beam,53.8959,0.0,60.716,7.6
BM-sheet_1-2664,beam,53.9364,0.0,60.739,7.6
BM-sheet_1-2665,beam,49.7156,0.0,55.965,7.0
BM-sheet_1-2666,beam,42.6453,0.0,47.988,6.0
BM-sheet_1-2667,beam,29.5185,0.0,33.204,4.15
BM-sheet_1-2668,beam,32.7438,0.0,36.818,4.6
BM-sheet_1-2669,beam,29.919,0.0,33.629,4.2
BM-sheet_1-2670,beam,35.6445,0.0,40.05,5.0
BM-sheet_1-2671,beam,35.3146,0.0,39.665,4.95
BM-sheet_1-2672,beam,63.5066,0.0,71.302,8.895
BM-sheet_1-2673,beam,33.867,0.0,38.01,4.74
BM-sheet_1-2674,beam,31.4612,0.0,35.297,4.4
BM-sheet_1-2675,beam,32.9159,0.0,36.915,4.6
BM-sheet_1-2676,beam,29.36,0.0,32.915,4.1
BM-sheet_1-2677,beam,50.1643,0.0,56.217,7.0
BM-sheet_1-2678,beam,43.0301,0.0,48.204,6.0
BM-sheet_1-2679,beam,35.8852,0.0,40.185,5.0
BM-sheet_1-2680,beam,35.553,0.0,39.798,4.95
BM-sheet_1-2681,beam,30.1886,0.0,33.781,4.2
BM-sheet_1-2682,beam,32.3691,0.0,36.207,4.5
BM-sheet_1-2683,beam,30.9535,0.0,34.611,4.3
BM-sheet_1-2684,beam,2.6867,0.0,3.003,0.373
BM-sheet_1-2685,beam,29.5702,0.0,33.039,4.102
BM-sheet_1-2686,beam,32.1765,0.0,35.938,4.46
BM-sheet_1-2687,beam,19.4217,0.0,21.684,2.69
BM-sheet_1-2688,beam,10.6937,0.0,11.935,1.48
BM-sheet_1-2689,beam,36.1536,0.0,40.335,5.0
BM-sheet_1-2690,beam,35.0452,0.0,39.084,4.843
BM-sheet_1-2691,beam,30.2694,0.0,33.745,4.18
BM-sheet_1-2692,beam,21.7406,0.0,24.228,3.0
BM-sheet_1-2693,beam,33.0796,0.0,36.851,4.561
BM-sheet_1-2694,beam,30.6388,0.0,34.119,4.222
BM-sheet_1-2695,beam,50.8412,0.0,56.595,7.0
BM-sheet_1-2696,beam,35.9788,0.0,40.036,4.95
BM-sheet_1-2697,beam,55.2809,0.0,61.492,7.6
BM-sheet_1-2698,beam,55.322,0.0,61.514,7.6
BM-sheet_1-2699,beam,50.9922,0.0,56.679,7.0
BM-sheet_1-2700,beam,22.599,0.0,25.11,3.1
BM-sheet_1-2701,beam,36.846,0.0,40.925,5.051
BM-sheet_1-2702,beam,43.8048,0.0,48.636,6.0
BM-sheet_1-2703,beam,36.1659,0.0,40.14,4.95
BM-sheet_1-2704,beam,24.8275,0.0,27.545,3.396
BM-sheet_1-2705,beam,39.6792,0.0,44.006,5.423
BM-sheet_1-2706,beam,32.6575,0.0,36.206,4.46
BM-sheet_1-2707,beam,36.7629,0.0,40.742,5.017
BM-sheet_1-2708,beam,33.8207,0.0,37.468,4.612
BM-sheet_1-2709,beam,37.7496,0.0,41.805,5.144
BM-sheet_1-2710,beam,19.7555,0.0,21.87,2.69
BM-sheet_1-2711,beam,10.1425,0.0,11.224,1.38
BM-sheet_1-2712,beam,30.8168,0.0,34.089,4.19
BM-sheet_1-2713,beam,36.8018,0.0,40.695,5.0
BM-sheet_1-2714,beam,36.829,0.0,40.71,5.0
BM-sheet_1-2715,beam,37.229,0.0,41.137,5.051
BM-sheet_1-2716,beam,31.1413,0.0,34.398,4.222
BM-sheet_1-2717,beam,21.039,0.0,23.23,2.85
BM-sheet_1-2718,beam,2.8627,0.0,3.16,0.387
BM-sheet_1-2719,beam,22.1789,0.0,24.471,3.0
BM-sheet_1-2720,beam,29.5936,0.0,32.64,4.0
BM-sheet_1-2721,beam,44.423,0.0,48.978,6.0
BM-sheet_1-2722,beam,22.9688,0.0,25.315,3.1
BM-sheet_1-2723,beam,51.9031,0.0,57.183,7.0
BM-sheet_1-2724,beam,52.6832,0.0,58.021,7.1
BM-sheet_1-2725,beam,52.7219,0.0,58.043,7.1
BM-sheet_1-2726,beam,19.3208,0.0,21.263,2.6
BM-sheet_1-2727,beam,19.335,0.0,21.271,2.6
BM-sheet_1-2728,beam,46.438,0.0,51.068,6.24
BM-sheet_1-2729,beam,46.4722,0.0,51.087,6.24
BM-sheet_1-2730,beam,57.8347,0.0,63.555,7.76
BM-sheet_1-2731,beam,46.5404,0.0,51.125,6.24
BM-sheet_1-2732,beam,57.9195,0.0,63.601,7.76
BM-sheet_1-2733,beam,46.6084,0.0,51.162,6.24
BM-sheet_1-2734,beam,29.1845,0.0,32.024,3.904
BM-sheet_1-2735,beam,52.3616,0.0,57.435,7.0
BM-sheet_1-2736,beam,29.2272,0.0,32.047,3.904
BM-sheet_1-2737,beam,51.764,0.0,56.738,6.91
BM-sheet_1-2738,beam,52.4765,0.0,57.498,7.0
BM-sheet_1-2739,beam,92.8764,0.0,101.727,12.38
BM-sheet_1-2740,beam,29.9931,0.0,32.839,3.995
BM-sheet_1-2741,beam,36.2882,0.0,39.717,4.83
BM-sheet_1-2742,beam,22.8562,0.0,25.007,3.04
BM-sheet_1-2743,beam,18.0577,0.0,19.75,2.4
BM-sheet_1-2744,beam,23.6428,0.0,25.848,3.14
BM-sheet_1-2745,beam,18.0841,0.0,19.764,2.4
BM-sheet_1-2746,beam,23.6772,0.0,25.867,3.14
BM-sheet_1-2747,beam,35.8804,0.0,39.185,4.755
BM-sheet_1-2748,beam,25.3701,0.0,27.697,3.36
BM-sheet_1-2749,beam,12.8473,0.0,14.02,1.7
BM-sheet_1-2750,beam,38.1908,0.0,41.663,5.05
BM-sheet_1-2751,beam,4.919,0.0,5.364,0.65
BM-sheet_1-2752,beam,16.6617,0.0,18.163,2.2
BM-sheet_1-2753,beam,53.0532,0.0,57.813,7.0
BM-sheet_1-2754,beam,16.6859,0.0,18.176,2.2
BM-sheet_1-2755,beam,53.1303,0.0,57.855,7.0
BM-sheet_1-2756,beam,47.3961,0.0,51.592,6.24
BM-sheet_1-2757,beam,58.9843,0.0,64.183,7.76
BM-sheet_1-2758,beam,59.0271,0.0,64.206,7.76
BM-sheet_1-2759,beam,47.4994,0.0,51.648,6.24
BM-sheet_1-2760,beam,3.8088,0.0,4.14,0.5
BM-sheet_1-2761,beam,3.8116,0.0,4.142,0.5
BM-sheet_1-2762,beam,24.1738,0.0,26.257,3.169
BM-sheet_1-2763,beam,5.3439,0.0,5.802,0.7
BM-sheet_1-2764,beam,9.1676,0.0,9.95,1.2
BM-sheet_1-2765,beam,9.1738,0.0,9.953,1.2
BM-sheet_1-2766,beam,5.3555,0.0,5.809,0.7
BM-sheet_1-2767,beam,60.2555,0.0,65.329,7.87
BM-sheet_1-2768,beam,15.0935,0.0,16.359,1.97
BM-sheet_1-2769,beam,50.9878,0.0,55.241,6.65
BM-sheet_1-2770,beam,4.0666,0.0,4.404,0.53
BM-sheet_1-2771,beam,11.9784,0.0,12.968,1.56
BM-sheet_1-2772,beam,9.605,0.0,10.395,1.25
BM-sheet_1-2773,beam,52.4426,0.0,56.736,6.82
BM-sheet_1-2774,beam,10.4653,0.0,11.318,1.36
BM-sheet_1-2775,beam,61.605,0.0,66.6,8.0
BM-sheet_1-2776,beam,23.0031,0.0,24.859,2.985
BM-sheet_1-2777,beam,12.914,0.0,13.951,1.675
BM-sheet_1-2778,beam,10.4183,0.0,11.251,1.35
BM-sheet_1-2779,beam,9.6536,0.0,10.421,1.25
BM-sheet_1-2780,beam,27.0494,0.0,29.19,3.5
BM-sheet_1-2781,beam,32.56,0.0,35.124,4.21
BM-sheet_1-2782,beam,35.6018,0.0,38.392,4.6
BM-sheet_1-2783,beam,17.581,0.0,18.952,2.27
BM-sheet_1-2784,beam,12.091,0.0,13.029,1.56
BM-sheet_1-2785,beam,5.6624,0.0,6.1,0.73
BM-sheet_1-2786,beam,33.0607,0.0,35.6,4.259
BM-sheet_1-2787,beam,22.5254,0.0,24.247,2.9
BM-sheet_1-2788,beam,44.228,0.0,47.591,5.69
BM-sheet_1-2789,beam,49.9454,0.0,53.724,6.421
BM-sheet_1-2790,beam,3.8921,0.0,4.185,0.5
BM-sheet_1-2791,beam,50.1769,0.0,53.934,6.441
BM-sheet_1-2792,beam,143.1872,0.0,153.854,18.368
BM-sheet_1-2793,beam,23.9486,0.0,25.724,3.07
BM-sheet_1-2794,beam,89.3844,0.0,95.975,11.45
BM-sheet_1-2795,beam,42.1067,0.0,45.195,5.39
BM-sheet_1-2796,beam,28.1631,0.0,30.218,3.603
BM-sheet_1-2797,beam,68.0346,0.0,72.972,8.697
BM-sheet_1-2798,beam,28.5754,0.0,30.638,3.65
BM-sheet_1-2799,beam,17.944,0.0,19.233,2.29
BM-sheet_1-2800,beam,42.2573,0.0,45.276,5.39
BM-sheet_1-2801,beam,20.6339,0.0,22.1,2.63
BM-sheet_1-2802,beam,27.4794,0.0,29.421,3.5
BM-sheet_1-2803,beam,20.6634,0.0,22.116,2.63
BM-sheet_1-2804,beam,39.6273,0.0,42.397,5.04
BM-sheet_1-2805,beam,55.0758,0.0,58.905,7.0
BM-sheet_1-2806,beam,7.7248,0.0,8.259,0.981
BM-sheet_1-2807,beam,8.4341,0.0,9.014,1.07
BM-sheet_1-2808,beam,55.194,0.0,58.968,7.0
BM-sheet_1-2809,beam,37.7187,0.0,40.283,4.78
BM-sheet_1-2810,beam,62.0723,0.0,66.269,7.861
BM-sheet_1-2811,beam,68.7055,0.0,73.325,8.695
BM-sheet_1-2812,beam,30.2851,0.0,32.31,3.83
BM-sheet_1-2813,beam,31.0188,0.0,33.081,3.92
BM-sheet_1-2814,beam,31.4368,0.0,33.515,3.97
BM-sheet_1-2815,beam,74.1713,0.0,79.046,9.36
BM-sheet_1-2816,beam,31.4815,0.0,33.539,3.97
BM-sheet_1-2817,beam,11.1086,0.0,11.83,1.4
BM-sheet_1-2818,beam,66.6145,0.0,70.917,8.389
BM-sheet_1-2819,beam,5.5627,0.0,5.92,0.7
BM-sheet_1-2820,beam,74.4345,0.0,79.186,9.36
BM-sheet_1-2821,beam,29.5864,0.0,31.464,3.718
BM-sheet_1-2822,beam,5.5746,0.0,5.926,0.7
BM-sheet_1-2823,beam,63.914,0.0,67.921,8.02
BM-sheet_1-2824,beam,3.9875,0.0,4.236,0.5
BM-sheet_1-2825,beam,66.7978,0.0,70.936,8.37
BM-sheet_1-2826,beam,5.5904,0.0,5.935,0.7
BM-sheet_1-2827,beam,9.5903,0.0,10.177,1.2
BM-sheet_1-2828,beam,17.5947,0.0,18.665,2.2
BM-sheet_1-2829,beam,29.7721,0.0,31.572,3.72
BM-sheet_1-2830,beam,74.9633,0.0,79.466,9.36
BM-sheet_1-2831,beam,29.8142,0.0,31.594,3.72
BM-sheet_1-2832,beam,9.6243,0.0,10.195,1.2
BM-sheet_1-2833,beam,5.6181,0.0,5.949,0.7
BM-sheet_1-2834,beam,67.2242,0.0,71.162,8.37
BM-sheet_1-2835,beam,72.335,0.0,76.545,9.0
BM-sheet_1-2836,beam,61.9303,0.0,65.512,7.7
BM-sheet_1-2837,beam,156.3812,0.0,165.366,19.43
BM-sheet_1-2838,beam,24.5654,0.0,25.968,3.05
BM-sheet_1-2839,beam,41.428,0.0,43.777,5.14
BM-sheet_1-2840,beam,12.2597,0.0,12.95,1.52
BM-sheet_1-2841,beam,4.0356,0.0,4.262,0.5
BM-sheet_1-2842,beam,30.6925,0.0,32.399,3.8
BM-sheet_1-2843,beam,32.6539,0.0,34.457,4.04
BM-sheet_1-2844,beam,42.5446,0.0,44.878,5.26
BM-sheet_1-2845,beam,63.5381,0.0,67.0,7.85
BM-sheet_1-2846,beam,42.1185,0.0,44.398,5.2
BM-sheet_1-2847,beam,42.1481,0.0,44.413,5.2
BM-sheet_1-2848,beam,5.9987,0.0,6.319,0.74
BM-sheet_1-2849,beam,21.4688,0.0,22.607,2.645
BM-sheet_1-2850,beam,23.1491,0.0,24.367,2.85
BM-sheet_1-2851,beam,30.0738,0.0,31.646,3.7
BM-sheet_1-2852,beam,27.1646,0.0,28.574,3.34
BM-sheet_1-2853,beam,19.3034,0.0,20.298,2.372
BM-sheet_1-2854,beam,7.2144,0.0,7.583,0.886
BM-sheet_1-2855,beam,28.657,0.0,30.112,3.516
BM-sheet_1-2856,beam,21.2891,0.0,22.362,2.61
BM-sheet_1-2857,beam,39.9956,0.0,41.998,4.9
BM-sheet_1-2858,beam,21.3189,0.0,22.378,2.61
BM-sheet_1-2859,beam,11.1919,0.0,11.744,1.369
BM-sheet_1-2860,beam,14.7204,0.0,15.441,1.8
BM-sheet_1-2861,beam,27.7393,0.0,29.087,3.389
BM-sheet_1-2862,beam,38.9484,0.0,40.826,4.755
BM-sheet_1-2863,beam,25.9838,0.0,27.227,3.17
BM-sheet_1-2864,beam,14.7643,0.0,15.465,1.8
BM-sheet_1-2865,beam,55.734,0.0,58.36,6.79
BM-sheet_1-2866,beam,9.6921,0.0,10.145,1.18
BM-sheet_1-2867,beam,30.4128,0.0,31.824,3.7
BM-sheet_1-2868,beam,76.9905,0.0,80.534,9.36
BM-sheet_1-2869,beam,28.1506,0.0,29.436,3.42
BM-sheet_1-2870,beam,31.5473,0.0,32.976,3.83
BM-sheet_1-2871,beam,58.2759,0.0,60.894,7.07
BM-sheet_1-2872,beam,10.7229,0.0,11.201,1.3
BM-sheet_1-2873,beam,22.7817,0.0,23.789,2.76
BM-sheet_1-2874,beam,26.9275,0.0,28.108,3.26
BM-sheet_1-2875,beam,21.9039,0.0,22.856,2.65
BM-sheet_1-2876,beam,19.0242,0.0,19.844,2.3
BM-sheet_1-2877,beam,52.7251,0.0,54.979,6.37
BM-sheet_1-2878,beam,9.939,0.0,10.36,1.2
BM-sheet_1-2879,beam,5.802,0.0,6.046,0.7
BM-sheet_1-2880,beam,74.6496,0.0,77.76,9.0
BM-sheet_1-2881,beam,4.1496,0.0,4.321,0.5
BM-sheet_1-2882,beam,9.9671,0.0,10.375,1.2
BM-sheet_1-2883,beam,30.9195,0.0,32.174,3.72
BM-sheet_1-2884,beam,77.8519,0.0,80.983,9.36
BM-sheet_1-2885,beam,30.9621,0.0,32.196,3.72
BM-sheet_1-2886,beam,9.9943,0.0,10.389,1.2
BM-sheet_1-2887,beam,43.7992,0.0,45.514,5.255
BM-sheet_1-2888,beam,65.8901,0.0,68.445,7.9
BM-sheet_1-2889,beam,27.209,0.0,28.254,3.26
BM-sheet_1-2890,beam,29.3161,0.0,30.432,3.51
BM-sheet_1-2891,beam,16.3982,0.0,17.017,1.962
BM-sheet_1-2892,beam,30.5657,0.0,31.707,3.655
BM-sheet_1-2893,beam,30.6322,0.0,31.765,3.66
BM-sheet_1-2894,beam,21.9431,0.0,22.747,2.62
BM-sheet_1-2895,beam,52.7166,0.0,54.629,6.29
BM-sheet_1-2896,beam,44.9533,0.0,46.568,5.36
BM-sheet_1-2897,beam,51.7827,0.0,53.624,6.17
BM-sheet_1-2898,beam,34.4335,0.0,35.645,4.1
BM-sheet_1-2899,beam,85.4713,0.0,88.449,10.17
BM-sheet_1-2900,beam,64.757,0.0,66.99,7.7
BM-sheet_1-2901,beam,64.8017,0.0,67.013,7.7
BM-sheet_1-2902,beam,41.6869,0.0,43.095,4.95
BM-sheet_1-2903,beam,48.0362,0.0,49.641,5.7
BM-sheet_1-2904,beam,24.3053,0.0,25.109,2.882
BM-sheet_1-2905,beam,21.5079,0.0,22.211,2.549
BM-sheet_1-2906,beam,30.0636,0.0,31.036,3.56
BM-sheet_1-2907,beam,30.3379,0.0,31.308,3.59
BM-sheet_1-2908,beam,36.7427,0.0,37.905,4.345
BM-sheet_1-2909,beam,32.2413,0.0,33.25,3.81
BM-sheet_1-2910,beam,32.509,0.0,33.514,3.839
BM-sheet_1-2911,beam,71.0643,0.0,73.237,8.386
BM-sheet_1-2912,beam,5.9358,0.0,6.115,0.7
BM-sheet_1-2913,beam,10.1827,0.0,10.487,1.2
BM-sheet_1-2914,beam,10.1897,0.0,10.49,1.2
BM-sheet_1-2915,beam,5.9481,0.0,6.122,0.7
BM-sheet_1-2916,beam,34.0971,0.0,35.079,4.01
BM-sheet_1-2917,beam,26.4852,0.0,27.239,3.113
BM-sheet_1-2918,beam,67.2661,0.0,69.156,7.9
BM-sheet_1-2919,beam,9.7987,0.0,10.071,1.15
BM-sheet_1-2920,beam,40.5857,0.0,41.698,4.76
BM-sheet_1-2921,beam,11.9451,0.0,12.268,1.4
BM-sheet_1-2922,beam,28.6025,0.0,29.366,3.35
BM-sheet_1-2923,beam,35.937,0.0,36.884,4.206
BM-sheet_1-2924,beam,66.2183,0.0,67.939,7.745
BM-sheet_1-2925,beam,65.8783,0.0,67.567,7.7
BM-sheet_1-2926,beam,65.9234,0.0,67.591,7.7
BM-sheet_1-2927,beam,3.095,0.0,3.172,0.361
BM-sheet_1-2928,beam,3.1892,0.0,3.268,0.372
BM-sheet_1-2929,beam,58.6809,0.0,60.103,6.84
BM-sheet_1-2930,beam,43.4396,0.0,44.477,5.06
BM-sheet_1-2931,beam,24.0541,0.0,24.62,2.8
BM-sheet_1-2932,beam,31.5493,0.0,32.281,3.67
BM-sheet_1-2933,beam,11.3553,0.0,11.615,1.32
BM-sheet_1-2934,beam,10.7604,0.0,11.002,1.25
BM-sheet_1-2935,beam,13.4382,0.0,13.736,1.56
BM-sheet_1-2936,beam,7.8479,0.0,8.019,0.91
BM-sheet_1-2937,beam,10.3507,0.0,10.573,1.2
BM-sheet_1-2938,beam,69.2275,0.0,70.688,8.02
BM-sheet_1-2939,beam,72.2977,0.0,73.798,8.37
BM-sheet_1-2940,beam,10.8045,0.0,11.025,1.25
BM-sheet_1-2941,beam,6.0546,0.0,6.176,0.7
BM-sheet_1-2942,beam,10.3864,0.0,10.591,1.2
BM-sheet_1-2943,beam,32.2198,0.0,32.844,3.72
BM-sheet_1-2944,beam,81.1249,0.0,82.668,9.36
BM-sheet_1-2945,beam,32.2634,0.0,32.866,3.72
BM-sheet_1-2946,beam,10.4141,0.0,10.605,1.2
BM-sheet_1-2947,beam,6.0794,0.0,6.189,0.7
BM-sheet_1-2948,beam,69.6995,0.0,70.929,8.02
BM-sheet_1-2949,beam,20.4805,0.0,20.835,2.355
BM-sheet_1-2950,beam,17.7534,0.0,18.054,2.04
BM-sheet_1-2951,beam,12.9753,0.0,13.191,1.49
BM-sheet_1-2952,beam,29.716,0.0,30.199,3.41
BM-sheet_1-2953,beam,27.8611,0.0,28.304,3.195
BM-sheet_1-2954,beam,39.267,0.0,39.878,4.5
BM-sheet_1-2955,beam,12.2251,0.0,12.411,1.4
BM-sheet_1-2956,beam,41.5926,0.0,42.212,4.76
BM-sheet_1-2957,beam,10.0554,0.0,10.202,1.15
BM-sheet_1-2958,beam,12.2499,0.0,12.424,1.4
BM-sheet_1-2959,beam,39.3999,0.0,39.946,4.5
BM-sheet_1-2960,beam,32.3741,0.0,32.812,3.695
BM-sheet_1-2961,beam,29.3713,0.0,29.758,3.35
BM-sheet_1-2962,beam,49.3068,0.0,49.939,5.62
BM-sheet_1-2963,beam,10.7987,0.0,10.934,1.23
BM-sheet_1-2964,beam,40.061,0.0,40.548,4.56
BM-sheet_1-2965,beam,6.4176,0.0,6.493,0.73
BM-sheet_1-2966,beam,13.7236,0.0,13.881,1.56
BM-sheet_1-2967,beam,8.3629,0.0,8.456,0.95
BM-sheet_1-2968,beam,14.5349,0.0,14.692,1.65
BM-sheet_1-2969,beam,33.2322,0.0,33.579,3.77
BM-sheet_1-2970,beam,141.1344,0.0,142.56,16.0
BM-sheet_1-2971,beam,32.3062,0.0,32.622,3.66
BM-sheet_1-2972,beam,53.35,0.0,53.853,6.04
BM-sheet_1-2973,beam,15.0258,0.0,15.162,1.7
BM-sheet_1-2974,beam,56.6059,0.0,57.101,6.4
BM-sheet_1-2975,beam,37.6152,0.0,37.931,4.25
BM-sheet_1-2976,beam,9.2108,0.0,9.285,1.04
BM-sheet_1-2977,beam,22.2449,0.0,22.417,2.51
BM-sheet_1-2978,beam,17.4709,0.0,17.6,1.97
BM-sheet_1-2979,beam,34.1665,0.0,34.407,3.85
BM-sheet_1-2980,beam,47.8656,0.0,48.187,5.39
BM-sheet_1-2981,beam,71.0909,0.0,71.544,8.0
BM-sheet_1-2982,beam,48.4632,0.0,48.756,5.45
BM-sheet_1-2983,beam,14.5935,0.0,14.677,1.64
BM-sheet_1-2984,beam,30.4529,0.0,30.616,3.42
BM-sheet_1-2985,beam,26.9085,0.0,27.044,3.02
BM-sheet_1-2986,beam,16.6736,0.0,16.752,1.87
BM-sheet_1-2987,beam,24.0003,0.0,24.105,2.69
BM-sheet_1-2988,beam,62.2289,0.0,62.479,6.97
BM-sheet_1-2989,beam,12.0611,0.0,12.105,1.35
BM-sheet_1-2990,beam,11.1751,0.0,11.213,1.25
BM-sheet_1-2991,beam,13.9558,0.0,13.998,1.56
BM-sheet_1-2992,beam,6.535,0.0,6.552,0.73
BM-sheet_1-2993,beam,26.8741,0.0,26.937,3.0
BM-sheet_1-2994,beam,47.0612,0.0,47.155,5.25
BM-sheet_1-2995,beam,37.6741,0.0,37.737,4.2
BM-sheet_1-2996,beam,35.8934,0.0,35.941,3.999
BM-sheet_1-2997,beam,41.7662,0.0,41.808,4.65
BM-sheet_1-2998,beam,54.7819,0.0,54.818,6.095
BM-sheet_1-2999,beam,8.7694,0.0,8.772,0.975
BM-sheet_1-3000,beam,6.3,0.0,6.3,0.7
BM-sheet_1-3001,beam,37.1945,0.0,37.182,4.13
BM-sheet_1-3002,beam,40.554,0.0,40.527,4.5
BM-sheet_1-3003,beam,16.9539,0.0,16.937,1.88
BM-sheet_1-3004,beam,30.6819,0.0,30.641,3.4
BM-sheet_1-3005,beam,42.9829,0.0,42.911,4.76
BM-sheet_1-3006,beam,12.6504,0.0,12.625,1.4
BM-sheet_1-3007,beam,40.6892,0.0,40.594,4.5
BM-sheet_1-3008,beam,39.3132,0.0,39.209,4.345
BM-sheet_1-3009,beam,34.4962,0.0,34.393,3.81
BM-sheet_1-3010,beam,46.2197,0.0,46.066,5.101
BM-sheet_1-3011,beam,11.3329,0.0,11.291,1.25
BM-sheet_1-3012,beam,23.5876,0.0,23.494,2.6
BM-sheet_1-3013,beam,20.5166,0.0,20.428,2.26
BM-sheet_1-3014,beam,31.4313,0.0,31.285,3.46
BM-sheet_1-3015,beam,28.2706,0.0,28.13,3.11
BM-sheet_1-3016,beam,43.662,0.0,43.43,4.8
BM-sheet_1-3017,beam,76.1857,0.0,75.756,8.37
BM-sheet_1-3018,beam,30.9681,0.0,30.783,3.4
BM-sheet_1-3019,beam,33.9054,0.0,33.692,3.72
BM-sheet_1-3020,beam,6.3843,0.0,6.342,0.7
BM-sheet_1-3021,beam,10.9517,0.0,10.876,1.2
BM-sheet_1-3022,beam,33.9726,0.0,33.725,3.72
BM-sheet_1-3023,beam,10.9663,0.0,10.883,1.2
BM-sheet_1-3024,beam,16.4597,0.0,16.329,1.8
BM-sheet_1-3025,beam,64.0546,0.0,63.525,7.0
BM-sheet_1-3026,beam,20.1447,0.0,19.972,2.2
BM-sheet_1-3027,beam,64.1393,0.0,63.567,7.0
BM-sheet_1-3028,beam,20.1713,0.0,19.985,2.2
BM-sheet_1-3029,beam,26.2365,0.0,25.985,2.86
BM-sheet_1-3030,beam,13.4037,0.0,13.271,1.46
BM-sheet_1-3031,beam,49.1502,0.0,48.648,5.35
BM-sheet_1-3032,beam,18.0184,0.0,17.828,1.96
BM-sheet_1-3033,beam,48.2954,0.0,47.77,5.25
BM-sheet_1-3034,beam,9.3006,0.0,9.196,1.01
BM-sheet_1-3035,beam,9.3067,0.0,9.199,1.01
BM-sheet_1-3036,beam,64.5206,0.0,63.756,7.0
BM-sheet_1-3037,beam,64.5636,0.0,63.777,7.0
BM-sheet_1-3038,beam,2.812,0.0,2.777,0.305
BM-sheet_1-3039,beam,64.6486,0.0,63.819,7.0
BM-sheet_1-3040,beam,36.9664,0.0,36.48,4.0
BM-sheet_1-3041,beam,22.1944,0.0,21.895,2.4
BM-sheet_1-3042,beam,22.209,0.0,21.902,2.4
BM-sheet_1-3043,beam,24.8144,0.0,24.464,2.68
BM-sheet_1-3044,beam,23.1195,0.0,22.785,2.495
BM-sheet_1-3045,beam,25.0475,0.0,24.677,2.701
BM-sheet_1-3046,beam,4.6397,0.0,4.57,0.5
BM-sheet_1-3047,beam,66.846,0.0,65.815,7.2
BM-sheet_1-3048,beam,46.847,0.0,46.109,5.043
BM-sheet_1-3049,beam,4.6482,0.0,4.574,0.5
BM-sheet_1-3050,beam,38.0937,0.0,37.469,4.095
BM-sheet_1-3051,beam,21.4103,0.0,21.052,2.3
BM-sheet_1-3052,beam,21.4243,0.0,21.059,2.3
BM-sheet_1-3053,beam,33.3115,0.0,32.733,3.574
BM-sheet_1-3054,beam,33.3333,0.0,32.744,3.574
BM-sheet_1-3055,beam,33.5329,0.0,32.929,3.593
BM-sheet_1-3056,beam,33.5548,0.0,32.94,3.593
BM-sheet_1-3057,beam,87.4299,0.0,85.8,9.356
BM-sheet_1-3058,beam,87.4866,0.0,85.827,9.355
BM-sheet_1-3059,beam,49.6975,0.0,48.739,5.311
BM-sheet_1-3060,beam,49.7299,0.0,48.755,5.311
BM-sheet_1-3061,beam,20.7072,0.0,20.295,2.21
BM-sheet_1-3062,beam,22.427,0.0,21.973,2.392
BM-sheet_1-3063,beam,27.6075,0.0,27.04,2.943
BM-sheet_1-3064,beam,27.6255,0.0,27.048,2.943
BM-sheet_1-3065,beam,20.3145,0.0,19.884,2.162
BM-sheet_1-3066,beam,17.8859,0.0,17.501,1.903
BM-sheet_1-3067,beam,35.0962,0.0,34.329,3.731
BM-sheet_1-3068,beam,36.0639,0.0,35.265,3.831
BM-sheet_1-3069,beam,34.3784,0.0,33.606,3.65
BM-sheet_1-3070,beam,34.4008,0.0,33.616,3.65
BM-sheet_1-3071,beam,44.4868,0.0,43.458,4.717
BM-sheet_1-3072,beam,36.2496,0.0,35.4,3.841
BM-sheet_1-3073,beam,30.1093,0.0,29.394,3.188
BM-sheet_1-3074,beam,30.1289,0.0,29.404,3.188
BM-sheet_1-3075,beam,32.6212,0.0,31.826,3.45
BM-sheet_1-3076,beam,32.6425,0.0,31.836,3.45
BM-sheet_1-3077,beam,25.5634,0.0,24.924,2.7
BM-sheet_1-3078,beam,25.58,0.0,24.932,2.7
BM-sheet_1-3079,beam,33.8555,0.0,32.987,3.571
BM-sheet_1-3080,beam,34.6254,0.0,33.726,3.65
BM-sheet_1-3081,beam,40.3434,0.0,39.283,4.25
BM-sheet_1-3082,beam,40.3696,0.0,39.295,4.25
BM-sheet_1-3083,beam,28.3246,0.0,27.562,2.98
BM-sheet_1-3084,beam,41.42,0.0,40.292,4.355
BM-sheet_1-3085,beam,41.4468,0.0,40.305,4.355
BM-sheet_1-3086,beam,65.521,0.0,63.695,6.88
BM-sheet_1-3087,beam,43.6454,0.0,42.415,4.58
BM-sheet_1-3088,beam,11.9197,0.0,11.58,1.25
BM-sheet_1-3089,beam,5.5343,0.0,5.375,0.58
BM-sheet_1-3090,beam,10.9803,0.0,10.66,1.15
BM-sheet_1-3091,beam,8.5989,0.0,8.346,0.9
BM-sheet_1-3092,beam,7.9352,0.0,7.699,0.83
BM-sheet_1-3093,beam,5.5487,0.0,5.382,0.58
BM-sheet_1-3094,beam,10.0515,0.0,9.746,1.05
BM-sheet_1-3095,beam,10.5369,0.0,10.213,1.1
BM-sheet_1-3096,beam,5.9428,0.0,5.759,0.62
BM-sheet_1-3097,beam,10.5506,0.0,10.22,1.1
BM-sheet_1-3098,beam,8.6378,0.0,8.365,0.9
BM-sheet_1-3099,beam,4.0336,0.0,3.905,0.42
